Loading Datastore...
 * Serving Flask app 'server' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://127.0.0.1:6080/ (Press CTRL+C to quit)
127.0.0.1 - - [20/Apr/2022 04:27:56] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:56] "POST //channels/create/v2 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 04:27:56] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:56] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:56] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:56] "POST //channels/create/v2 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 04:27:56] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:56] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:56] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:56] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:56] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:56] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:56] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:56] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:56] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:56] "GET //channels/list/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:56] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:56] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:56] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:56] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:56] "GET //channels/list/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:56] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "GET //channels/list/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "GET //channels/list/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //message/remove/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //message/remove/v1 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //message/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "GET //channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4&channel_id=1&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //message/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "GET //channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4&channel_id=1&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "PUT //message/edit/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "PUT //message/edit/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "PUT //message/edit/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "PUT //message/edit/v1 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "PUT //message/edit/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "GET //channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4&channel_id=1&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "PUT //message/edit/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "GET //channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4&channel_id=1&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //message/sendlater/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //message/sendlater/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:57] "POST //message/sendlater/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 04:27:58] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:58] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:58] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:58] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:58] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:58] "POST //message/sendlater/v1 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 04:27:58] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:58] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:58] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:27:58] "POST //channels/create/v2 HTTP/1.1" 200 -
[2022-04-20 04:27:58,110] ERROR in app: Exception on /message/sendlater/v1 [POST]
Traceback (most recent call last):
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask/app.py", line 1513, in full_dispatch_request
    rv = self.dispatch_request()
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask/app.py", line 1499, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**req.view_args)
  File "/tmp_amd/kamen/export/kamen/3/cs1531/project-automarking/tempstore/src/server.py", line 522, in message_sendlater
    'message_id': data['message_id']
TypeError: 'NoneType' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask/app.py", line 2070, in wsgi_app
    response = self.full_dispatch_request()
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask/app.py", line 1515, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask_cors/extension.py", line 165, in wrapped_function
    return cors_after_request(app.make_response(f(*args, **kwargs)))
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask/app.py", line 1390, in handle_user_exception
    return self.ensure_sync(handler)(e)
  File "/tmp_amd/kamen/export/kamen/3/cs1531/project-automarking/tempstore/src/server.py", line 30, in defaultHandler
    response = err.get_response()
AttributeError: 'TypeError' object has no attribute 'get_response'
response 403 Forbidden: This auth_user_id does not exist in the datastore. <Response 162 bytes [403 FORBIDDEN]>
response 400 Bad Request: You cannot remove the only global owner. <Response 156 bytes [400 BAD REQUEST]>
response 403 Forbidden: The authorised user is not a global user. <Response 153 bytes [403 FORBIDDEN]>
response 400 Bad Request: The user specified does not exist <Response 149 bytes [400 BAD REQUEST]>
response 400 Bad Request: The user specified does not exist <Response 149 bytes [400 BAD REQUEST]>
response 400 Bad Request: You cannot remove the only global owner. <Response 156 bytes [400 BAD REQUEST]>
response 400 Bad Request: Invalid permission id. <Response 138 bytes [400 BAD REQUEST]>
response 400 Bad Request: User already has specified permissions <Response 154 bytes [400 BAD REQUEST]>
response 400 Bad Request: User already has specified permissions <Response 154 bytes [400 BAD REQUEST]>
response 403 Forbidden: The authorised user is not a global user. <Response 153 bytes [403 FORBIDDEN]>
response 403 Forbidden: The authorised user is not a global user. <Response 153 bytes [403 FORBIDDEN]>
response 400 Bad Request: Password entered must be longer than 6 characters <Response 165 bytes [400 BAD REQUEST]>
response 400 Bad Request: First name entered must be between 1 and 50 characters inclusive <Response 180 bytes [400 BAD REQUEST]>
response 400 Bad Request: First name entered must be between 1 and 50 characters inclusive <Response 180 bytes [400 BAD REQUEST]>
response 400 Bad Request: Last name entered must be between 1 and 50 characters inclusive <Response 179 bytes [400 BAD REQUEST]>
response 400 Bad Request: Last name entered must be between 1 and 50 characters inclusive <Response 179 bytes [400 BAD REQUEST]>
response 400 Bad Request: Email entered is not a valid email <Response 150 bytes [400 BAD REQUEST]>
response 400 Bad Request: Email entered is not a valid email <Response 150 bytes [400 BAD REQUEST]>
response 400 Bad Request: Email entered is not a valid email <Response 150 bytes [400 BAD REQUEST]>
response 400 Bad Request: Email entered is not a valid email <Response 150 bytes [400 BAD REQUEST]>
response 400 Bad Request: Email entered is not a valid email <Response 150 bytes [400 BAD REQUEST]>
response 400 Bad Request: Email entered is not a valid email <Response 150 bytes [400 BAD REQUEST]>
response 400 Bad Request: Email entered has already been registered <Response 157 bytes [400 BAD REQUEST]>
response 400 Bad Request: Email does not exist <Response 136 bytes [400 BAD REQUEST]>
response 400 Bad Request: Password is incorrect <Response 137 bytes [400 BAD REQUEST]>
response 403 Forbidden: This token is invalid. <Response 134 bytes [403 FORBIDDEN]>
response 403 Forbidden: This token is invalid. <Response 134 bytes [403 FORBIDDEN]>
response 400 Bad Request: Reset code invalid <Response 134 bytes [400 BAD REQUEST]>
response 403 Forbidden: You are not apart of the channel you are trying to invite to. <Response 173 bytes [403 FORBIDDEN]>
response 400 Bad Request: The input channel_id does not exist in the datastore. <Response 169 bytes [400 BAD REQUEST]>
response 400 Bad Request: Could not locate user <Response 137 bytes [400 BAD REQUEST]>
response 400 Bad Request: The member you are trying to invite is already apart of the channel. <Response 184 bytes [400 BAD REQUEST]>
response 400 Bad Request: The input channel_id does not exist in the datastore. <Response 169 bytes [400 BAD REQUEST]>
response 403 Forbidden: You are not part of that channel. <Response 145 bytes [403 FORBIDDEN]>
response 400 Bad Request: You are aleady a member of this channel <Response 155 bytes [400 BAD REQUEST]>
response 400 Bad Request: The input channel_id does not exist in the datastore. <Response 169 bytes [400 BAD REQUEST]>
response 400 Bad Request: Could not locate user <Response 137 bytes [400 BAD REQUEST]>
response 400 Bad Request: You are aleady a member of this channel <Response 155 bytes [400 BAD REQUEST]>
response 400 Bad Request: Could not locate user <Response 137 bytes [400 BAD REQUEST]>
response 403 Forbidden: Authorised user does not have owner permissions in channel. <Response 171 bytes [403 FORBIDDEN]>
response 400 Bad Request: This user is already an owner of the channel <Response 160 bytes [400 BAD REQUEST]>
response 403 Forbidden: Authorised user does not have owner permissions in channel. <Response 171 bytes [403 FORBIDDEN]>
response 403 Forbidden: This token is invalid. <Response 134 bytes [403 FORBIDDEN]>
response 400 Bad Request: You are aleady a member of this channel <Response 155 bytes [400 BAD REQUEST]>
response 400 Bad Request: This user is already an owner of the channel <Response 160 bytes [400 BAD REQUEST]>
response 400 Bad Request: The input channel_id does not exist in the datastore. <Response 169 bytes [400 BAD REQUEST]>
response 400 Bad Request: You are aleady a member of this channel <Response 155 bytes [400 BAD REQUEST]>
response 403 Forbidden: Authorised user does not have owner permissions in channel. <Response 171 bytes [403 FORBIDDEN]>
response 400 Bad Request: Could not locate user <Response 137 bytes [400 BAD REQUEST]>
response 400 Bad Request: You are aleady a member of this channel <Response 155 bytes [400 BAD REQUEST]>
response 400 Bad Request: This user is not and owner and so can't be removed <Response 171 bytes [400 BAD REQUEST]>
response 403 Forbidden: Authorised user does not have owner permissions in channel. <Response 171 bytes [403 FORBIDDEN]>
response 400 Bad Request: Could not locate user <Response 137 bytes [400 BAD REQUEST]>
response 400 Bad Request: You are the only owner and cannot remove youself <Response 164 bytes [400 BAD REQUEST]>
response 403 Forbidden: This token is invalid. <Response 134 bytes [403 FORBIDDEN]>
response 400 Bad Request: The input channel_id does not exist in the datastore. <Response 169 bytes [400 BAD REQUEST]>
response 403 Forbidden: You are not a member of the channel. <Response 148 bytes [403 FORBIDDEN]>
response 403 Forbidden: This auth_user_id does not exist in the datastore. <Response 162 bytes [403 FORBIDDEN]>
response 400 Bad Request: The input channel_id does not exist in the datastore. <Response 169 bytes [400 BAD REQUEST]>
response 400 Bad Request: You are aleady a member of this channel <Response 155 bytes [400 BAD REQUEST]>
response 403 Forbidden: This is a private channel, user does not have access. <Response 165 bytes [403 FORBIDDEN]>
response 403 Forbidden: This auth_user_id does not exist in the datastore. <Response 162 bytes [403 FORBIDDEN]>
response 400 Bad Request: The input channel_id does not exist in the datastore. <Response 169 bytes [400 BAD REQUEST]>
response 403 Forbidden: You are aleady a member of this channel <Response 151 bytes [403 FORBIDDEN]>
response 403 Forbidden: You are not a member of the channel. <Response 148 bytes [403 FORBIDDEN]>
response 403 Forbidden: You are not a member of the channel. <Response 148 bytes [403 FORBIDDEN]>
response 400 Bad Request: The name of the channel cannot be less than 1 character. <Response 172 bytes [400 BAD REQUEST]>
response 400 Bad Request: The name of the channel cannot be more than 20 characters. <Response 174 bytes [400 BAD REQUEST]>
response 400 Bad Request: incorrect message id <Response 136 bytes [400 BAD REQUEST]>
response 403 Forbidden: no access to message <Response 132 bytes [403 FORBIDDEN]>
response 400 Bad Request: incorrect message length <Response 140 bytes [400 BAD REQUEST]>
response 400 Bad Request: incorrect message id <Response 136 bytes [400 BAD REQUEST]>
response 400 Bad Request: incorrect message id <Response 136 bytes [400 BAD REQUEST]>
response 403 Forbidden: no access to message <Response 132 bytes [403 FORBIDDEN]>
response 400 Bad Request: Time is in the past <Response 135 bytes [400 BAD REQUEST]>
response 400 Bad Request: The channel you have entered is invalid <Response 155 bytes [400 BAD REQUEST]>
response 400 Bad Request: incorrect message length <Response 140 bytes [400 BAD REQUEST]>
response 403 Forbidden: User is not a member of the channel <Response 147 bytes [403 FORBIDDEN]>
response 500 Internal Server Error: The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application.127.0.0.1 - - [20/Apr/2022 04:27:58] "POST //message/sendlater/v1 HTTP/1.1" 500 -
127.0.0.1 - - [20/Apr/2022 04:27:58] "POST //message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:28:01] "GET //channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4&channel_id=1&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:28:01] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:28:01] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:28:01] "POST //dm/create/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 04:28:01] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:28:01] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:28:01] "POST //dm/create/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 04:28:01] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:28:01] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:28:01] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:28:01] "POST //dm/create/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 04:28:01] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:28:01] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:28:01] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:28:01] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:28:01] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:28:01] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:28:01] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:28:01] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:28:01] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:28:01] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:28:01] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:28:01] "GET //dm/list/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:28:01] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:28:01] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:28:01] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:28:01] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:28:01] "GET //dm/list/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4 HTTP/1.1" 200 -
